Voos,Companhia.Aerea,Codigo.Tipo.Linha,Partida.Prevista,Partida.Real,Chegada.Prevista,Chegada.Real,Situacao.Voo,Codigo.Justificativa,Aeroporto.Origem,Cidade.Origem,Estado.Origem,Pais.Origem,Aeroporto.Destino,Cidade.Destino,Estado.Destino,Pais.Destino,LongDest,LatDest,LongOrig,LatOrig
AAL - 213,AMERICAN AIRLINES INC,Internacional,2016-01-31T00:29:00Z,2016-01-31T01:30:00Z,2016-01-31T07:56:00Z,2016-01-31T09:01:00Z,Realizado,DEFEITOS DA AERONAVE,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,2016-01-05T00:29:00Z,2016-01-05T00:29:00Z,2016-01-05T07:56:00Z,2016-01-05T07:56:00Z,Realizado,NA,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,2016-01-23T00:29:00Z,2016-01-23T01:08:00Z,2016-01-23T07:56:00Z,2016-01-23T08:30:00Z,Realizado,LIBERACAO SERV. TRAFEGO AEREO/ANTECIPACAO,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,2016-01-20T00:29:00Z,2016-01-20T01:05:00Z,2016-01-20T07:56:00Z,2016-01-20T08:37:00Z,Realizado,CONEXAO DE AERONAVE,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,2016-01-04T00:29:00Z,2016-01-04T01:12:00Z,2016-01-04T07:56:00Z,2016-01-04T08:39:00Z,Realizado,DEFEITOS DA AERONAVE,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,2016-01-14T00:29:00Z,2016-01-14T00:29:00Z,2016-01-14T07:56:00Z,2016-01-14T07:56:00Z,Realizado,NA,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,2016-01-28T00:29:00Z,2016-01-28T00:29:00Z,2016-01-28T07:56:00Z,2016-01-28T07:56:00Z,Realizado,NA,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,2016-01-24T00:29:00Z,2016-01-24T00:29:00Z,2016-01-24T07:56:00Z,2016-01-24T07:56:00Z,Realizado,NA,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,2016-01-26T00:29:00Z,2016-01-26T00:29:00Z,2016-01-26T07:56:00Z,2016-01-26T07:56:00Z,Realizado,NA,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,2016-01-16T00:29:00Z,2016-01-16T03:13:00Z,2016-01-16T07:56:00Z,2016-01-16T10:47:00Z,Realizado,AEROPORTO ORIGEM ABAIXO DOS LIMITES,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,2016-01-22T00:29:00Z,2016-01-22T00:29:00Z,2016-01-22T07:56:00Z,2016-01-22T07:56:00Z,Realizado,NA,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,2016-01-18T00:29:00Z,NA,2016-01-18T07:56:00Z,NA,Cancelado,CANCELAMENTO POR MOTIVOS TECNICOS - OPERACIONAIS,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,2016-01-06T00:29:00Z,2016-01-06T00:29:00Z,2016-01-06T07:56:00Z,2016-01-06T07:56:00Z,Realizado,NA,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,2016-01-25T00:29:00Z,2016-01-25T01:17:00Z,2016-01-25T07:56:00Z,2016-01-25T08:21:00Z,Realizado,ATRASOS NAO ESPECIFICOS - OUTROS,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,2016-01-09T00:29:00Z,2016-01-09T00:29:00Z,2016-01-09T07:56:00Z,2016-01-09T07:56:00Z,Realizado,NA,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,2016-01-17T00:29:00Z,NA,2016-01-17T07:56:00Z,NA,Cancelado,CANCELAMENTO POR MOTIVOS TECNICOS - OPERACIONAIS,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,2016-01-12T00:29:00Z,2016-01-12T00:38:00Z,2016-01-12T07:56:00Z,2016-01-12T08:26:00Z,Realizado,ATRASOS NAO ESPECIFICOS - OUTROS,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,2016-01-02T00:29:00Z,2016-01-02T00:29:00Z,2016-01-02T07:56:00Z,2016-01-02T07:56:00Z,Realizado,NA,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,2016-01-08T00:29:00Z,2016-01-08T00:29:00Z,2016-01-08T07:56:00Z,2016-01-08T07:56:00Z,Realizado,NA,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,2016-01-01T00:29:00Z,2016-01-01T00:29:00Z,2016-01-01T07:56:00Z,2016-01-01T07:56:00Z,Realizado,NA,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,2016-01-10T00:29:00Z,2016-01-10T01:38:00Z,2016-01-10T07:56:00Z,2016-01-10T09:42:00Z,Realizado,ATRASOS NAO ESPECIFICOS - OUTROS,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,2016-01-03T00:29:00Z,2016-01-03T00:29:00Z,2016-01-03T07:56:00Z,2016-01-03T07:56:00Z,Realizado,NA,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,2016-01-29T00:29:00Z,2016-01-29T00:29:00Z,2016-01-29T07:56:00Z,2016-01-29T07:56:00Z,Realizado,NA,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,2016-01-13T00:29:00Z,2016-01-13T00:29:00Z,2016-01-13T07:56:00Z,2016-01-13T07:56:00Z,Realizado,NA,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 214,AMERICAN AIRLINES INC,Internacional,2016-01-13T23:59:00Z,2016-01-13T23:59:00Z,2016-01-14T07:46:00Z,2016-01-14T07:46:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,2016-01-26T23:59:00Z,2016-01-26T23:59:00Z,2016-01-27T07:46:00Z,2016-01-27T07:46:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,2016-01-02T23:59:00Z,2016-01-02T23:59:00Z,2016-01-03T07:46:00Z,2016-01-03T07:46:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,2016-01-18T23:59:00Z,2016-01-18T23:42:00Z,2016-01-19T07:46:00Z,2016-01-19T07:00:00Z,Realizado,LIBERACAO SERV. TRAFEGO AEREO/ANTECIPACAO,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,2016-01-31T23:59:00Z,2016-01-31T00:47:00Z,2016-02-01T07:46:00Z,2016-02-01T08:31:00Z,Realizado,DEFEITOS DA AERONAVE,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,2016-01-24T23:59:00Z,2016-01-24T23:59:00Z,2016-01-25T07:46:00Z,2016-01-25T07:46:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,2016-01-23T23:59:00Z,2016-01-23T23:59:00Z,2016-01-24T07:46:00Z,2016-01-24T07:46:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,2016-01-03T23:59:00Z,2016-01-03T23:59:00Z,2016-01-04T07:46:00Z,2016-01-04T07:46:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,2016-01-29T23:59:00Z,2016-01-30T11:46:00Z,2016-01-30T07:46:00Z,2016-01-30T19:10:00Z,Realizado,OPERACAO DE VOO COM MAIS DE 04 HORAS DE ATRASO PANE AERONAVE,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,2016-01-21T23:59:00Z,2016-01-21T23:59:00Z,2016-01-22T07:46:00Z,2016-01-22T07:46:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,2016-01-30T23:59:00Z,2016-01-30T23:59:00Z,2016-01-31T07:46:00Z,2016-01-31T07:46:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,2016-01-04T23:59:00Z,2016-01-04T23:59:00Z,2016-01-05T07:46:00Z,2016-01-05T07:46:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,2016-01-19T23:59:00Z,2016-01-19T23:59:00Z,2016-01-20T07:46:00Z,2016-01-20T07:46:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,2016-01-22T23:59:00Z,2016-01-22T23:59:00Z,2016-01-23T07:46:00Z,2016-01-23T07:46:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,2016-01-05T23:59:00Z,2016-01-05T23:59:00Z,2016-01-06T07:46:00Z,2016-01-06T07:46:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,2016-01-06T23:59:00Z,2016-01-06T23:59:00Z,2016-01-07T07:46:00Z,2016-01-07T07:46:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,2016-01-14T23:59:00Z,2016-01-15T02:39:00Z,2016-01-15T07:46:00Z,2016-01-15T10:04:00Z,Realizado,DEFEITOS DA AERONAVE,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,2016-01-16T23:59:00Z,2016-01-16T23:59:00Z,2016-01-17T07:46:00Z,2016-01-17T07:46:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,2016-01-07T23:59:00Z,2016-01-07T23:59:00Z,2016-01-08T07:46:00Z,2016-01-08T07:46:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,2016-01-09T23:59:00Z,2016-01-09T23:59:00Z,2016-01-10T07:46:00Z,2016-01-10T07:46:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,2016-01-12T23:59:00Z,2016-01-12T23:59:00Z,2016-01-13T07:46:00Z,2016-01-13T07:46:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,2016-01-11T23:59:00Z,2016-01-11T23:34:00Z,2016-01-12T07:46:00Z,2016-01-12T07:08:00Z,Realizado,ATRASOS NAO ESPECIFICOS - OUTROS,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,2016-01-25T23:59:00Z,2016-01-25T23:59:00Z,2016-01-26T07:46:00Z,2016-01-26T07:46:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,2016-01-20T23:59:00Z,2016-01-20T23:59:00Z,2016-01-21T07:46:00Z,2016-01-21T07:46:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,2016-01-27T23:59:00Z,2016-01-27T23:59:00Z,2016-01-28T07:46:00Z,2016-01-28T07:46:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,2016-01-15T23:59:00Z,NA,2016-01-16T07:46:00Z,NA,Cancelado,CANCELAMENTO POR MOTIVOS TECNICOS - OPERACIONAIS,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,2016-01-08T23:59:00Z,2016-01-08T23:59:00Z,2016-01-09T07:46:00Z,2016-01-09T07:46:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,2016-01-17T23:59:00Z,2016-01-17T23:59:00Z,2016-01-18T07:46:00Z,2016-01-18T07:46:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,2016-01-28T23:59:00Z,2016-01-28T23:59:00Z,2016-01-29T07:46:00Z,2016-01-29T07:46:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,2016-01-10T23:59:00Z,2016-01-10T23:59:00Z,2016-01-11T07:46:00Z,2016-01-11T07:46:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,2016-01-01T23:59:00Z,2016-01-01T23:59:00Z,2016-01-02T07:46:00Z,2016-01-02T07:46:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 229,AMERICAN AIRLINES INC,Internacional,2016-01-18T00:34:00Z,2016-01-18T02:02:00Z,2016-01-18T08:44:00Z,2016-01-18T10:02:00Z,Realizado,DEFEITOS DA AERONAVE,Miami,Miami,N/I,Estados Unidos,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil,-38.3312411,-12.9110977,-80.2870457,25.795865
AAL - 229,AMERICAN AIRLINES INC,Internacional,2016-01-26T00:34:00Z,2016-01-26T00:34:00Z,2016-01-26T08:44:00Z,2016-01-26T08:44:00Z,Realizado,NA,Miami,Miami,N/I,Estados Unidos,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil,-38.3312411,-12.9110977,-80.2870457,25.795865
AAL - 229,AMERICAN AIRLINES INC,Internacional,2016-01-11T00:34:00Z,2016-01-11T00:34:00Z,2016-01-11T08:44:00Z,2016-01-11T08:44:00Z,Realizado,NA,Miami,Miami,N/I,Estados Unidos,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil,-38.3312411,-12.9110977,-80.2870457,25.795865
AAL - 229,AMERICAN AIRLINES INC,Internacional,2016-01-21T00:34:00Z,NA,2016-01-21T08:44:00Z,NA,Cancelado,CANCELAMENTO POR MOTIVOS TECNICOS - OPERACIONAIS,Miami,Miami,N/I,Estados Unidos,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil,-38.3312411,-12.9110977,-80.2870457,25.795865
AAL - 229,AMERICAN AIRLINES INC,Internacional,2016-01-30T00:34:00Z,2016-01-30T02:17:00Z,2016-01-30T08:44:00Z,2016-01-30T09:34:00Z,Realizado,DEFEITOS DA AERONAVE,Miami,Miami,N/I,Estados Unidos,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil,-38.3312411,-12.9110977,-80.2870457,25.795865
AAL - 229,AMERICAN AIRLINES INC,Internacional,2016-01-25T00:34:00Z,2016-01-25T00:34:00Z,2016-01-25T08:44:00Z,2016-01-25T08:44:00Z,Realizado,NA,Miami,Miami,N/I,Estados Unidos,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil,-38.3312411,-12.9110977,-80.2870457,25.795865
AAL - 229,AMERICAN AIRLINES INC,Internacional,2016-01-12T00:34:00Z,2016-01-12T01:20:00Z,2016-01-12T08:44:00Z,2016-01-12T09:43:00Z,Realizado,DEFEITOS DA AERONAVE,Miami,Miami,N/I,Estados Unidos,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil,-38.3312411,-12.9110977,-80.2870457,25.795865
AAL - 229,AMERICAN AIRLINES INC,Internacional,2016-01-05T00:34:00Z,NA,2016-01-05T08:44:00Z,NA,Cancelado,CANCELAMENTO POR MOTIVOS TECNICOS - OPERACIONAIS,Miami,Miami,N/I,Estados Unidos,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil,-38.3312411,-12.9110977,-80.2870457,25.795865
AAL - 229,AMERICAN AIRLINES INC,Internacional,2016-01-02T00:34:00Z,2016-01-02T00:34:00Z,2016-01-02T08:44:00Z,2016-01-02T08:44:00Z,Realizado,NA,Miami,Miami,N/I,Estados Unidos,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil,-38.3312411,-12.9110977,-80.2870457,25.795865
AAL - 229,AMERICAN AIRLINES INC,Internacional,2016-01-04T00:34:00Z,NA,2016-01-04T08:44:00Z,NA,Cancelado,CANCELAMENTO POR MOTIVOS TECNICOS - OPERACIONAIS,Miami,Miami,N/I,Estados Unidos,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil,-38.3312411,-12.9110977,-80.2870457,25.795865
AAL - 229,AMERICAN AIRLINES INC,Internacional,2016-01-16T00:34:00Z,NA,2016-01-16T08:44:00Z,NA,Cancelado,CANCELAMENTO POR MOTIVOS TECNICOS - OPERACIONAIS,Miami,Miami,N/I,Estados Unidos,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil,-38.3312411,-12.9110977,-80.2870457,25.795865
AAL - 229,AMERICAN AIRLINES INC,Internacional,2016-01-23T00:34:00Z,2016-01-23T00:34:00Z,2016-01-23T08:44:00Z,2016-01-23T08:44:00Z,Realizado,NA,Miami,Miami,N/I,Estados Unidos,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil,-38.3312411,-12.9110977,-80.2870457,25.795865
AAL - 229,AMERICAN AIRLINES INC,Internacional,2016-01-09T00:34:00Z,2016-01-09T00:34:00Z,2016-01-09T08:44:00Z,2016-01-09T08:44:00Z,Realizado,NA,Miami,Miami,N/I,Estados Unidos,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil,-38.3312411,-12.9110977,-80.2870457,25.795865
AAL - 229,AMERICAN AIRLINES INC,Internacional,2016-01-28T00:34:00Z,2016-01-28T01:26:00Z,2016-01-28T08:44:00Z,2016-01-28T09:44:00Z,Realizado,DEFEITOS DA AERONAVE,Miami,Miami,N/I,Estados Unidos,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil,-38.3312411,-12.9110977,-80.2870457,25.795865
AAL - 229,AMERICAN AIRLINES INC,Internacional,2016-01-19T00:34:00Z,2016-01-19T00:34:00Z,2016-01-19T08:44:00Z,2016-01-19T08:44:00Z,Realizado,NA,Miami,Miami,N/I,Estados Unidos,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil,-38.3312411,-12.9110977,-80.2870457,25.795865
AAL - 229,AMERICAN AIRLINES INC,Internacional,2016-01-07T00:34:00Z,2016-01-07T01:25:00Z,2016-01-07T08:44:00Z,2016-01-07T09:15:00Z,Realizado,DEFEITOS DA AERONAVE,Miami,Miami,N/I,Estados Unidos,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil,-38.3312411,-12.9110977,-80.2870457,25.795865
AAL - 229,AMERICAN AIRLINES INC,Internacional,2016-01-14T00:34:00Z,2016-01-14T00:57:00Z,2016-01-14T08:44:00Z,2016-01-14T09:22:00Z,Realizado,ATRASOS NAO ESPECIFICOS - OUTROS,Miami,Miami,N/I,Estados Unidos,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil,-38.3312411,-12.9110977,-80.2870457,25.795865
AAL - 230,AMERICAN AIRLINES INC,Internacional,2016-01-16T23:32:00Z,2016-01-16T23:32:00Z,2016-01-17T07:59:00Z,2016-01-17T07:59:00Z,Realizado,NA,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-38.3312411,-12.9110977
AAL - 230,AMERICAN AIRLINES INC,Internacional,2016-01-28T23:32:00Z,2016-01-28T23:32:00Z,2016-01-29T07:59:00Z,2016-01-29T07:59:00Z,Realizado,NA,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-38.3312411,-12.9110977
AAL - 230,AMERICAN AIRLINES INC,Internacional,2016-01-07T23:32:00Z,2016-01-07T23:32:00Z,2016-01-08T07:59:00Z,2016-01-08T07:59:00Z,Realizado,NA,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-38.3312411,-12.9110977
AAL - 230,AMERICAN AIRLINES INC,Internacional,2016-01-12T23:32:00Z,2016-01-12T23:23:00Z,2016-01-13T07:59:00Z,2016-01-13T07:20:00Z,Realizado,LIBERACAO SERV. TRAFEGO AEREO/ANTECIPACAO,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-38.3312411,-12.9110977
AAL - 230,AMERICAN AIRLINES INC,Internacional,2016-01-18T23:32:00Z,2016-01-18T23:32:00Z,2016-01-19T07:59:00Z,2016-01-19T07:59:00Z,Realizado,NA,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-38.3312411,-12.9110977
